,formatted_address,latitude,longitude,coordinates,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
121,"Scarborough, ON M1B 3W3, Canada",43.8027874,-79.1984082,"43.8027874,-79.1984082",APPROXIMATE,ChIJpyS52wfa1IkRUplPQZLOrgQ,postal_code,M1B 3W3,M1B 3W3,1,OK
122,"Blyth, ON N0M 1H0, Canada",43.7417616,-81.3729372,"43.7417616,-81.3729372",APPROXIMATE,ChIJEX4exeAqL4gRUU25CiBpd-Y,postal_code,N0M 1H0,N0M 1H0,1,OK
123,"Kincardine, ON N2Z 2Y2, Canada",44.1798483,-81.633305,"44.1798483,-81.633305",APPROXIMATE,ChIJ7-ZiwTpRKIgROpOU0OJ5CEM,postal_code,N2Z 2Y2,N2Z 2Y2,1,OK
124,"Woodbridge, ON L4H 2J2, Canada",43.8173234,-79.60212899999999,"43.8173234,-79.60212899999999",APPROXIMATE,ChIJX9y7YqwlK4gRQHvsseze4CU,postal_code,L4H 2J2,L4H 2J2,1,OK
125,"Oakville, ON L6M 4J2, Canada",43.4347997,-79.7743314,"43.4347997,-79.7743314",APPROXIMATE,ChIJTcIhZBtnK4gRfYF8JSHJRHo,postal_code,L6M 4J2,L6M 4J2,1,OK
126,"Sturgeon Falls, ON P2B 1R8, Canada",46.3676478,-79.9297596,"46.3676478,-79.9297596",APPROXIMATE,ChIJE76GI7EgKU0R6rghKUgc0YQ,postal_code,P2B 1R8,P2B 1R8,1,OK
127,"Kirkland Lake, ON P2N 2E6, Canada",48.1482846,-80.0381215,"48.1482846,-80.0381215",APPROXIMATE,ChIJt-GYmuxyJE0Rznerp98qV6k,postal_code,P2N 2E6,P2N 2E6,1,OK
128,"New Liskeard, ON P0J 1P0, Canada",47.5139132,-79.8761681,"47.5139132,-79.8761681",APPROXIMATE,ChIJ8WDSWPB7Jk0RQcn-iCc1PFY,postal_code,P0J 1P0,P0J 1P0,1,OK
129,"Richmond Hill, ON L4C 9M5, Canada",43.8597247,-79.4341705,"43.8597247,-79.4341705",APPROXIMATE,ChIJMUHb-aQrK4gR9e9SqrB-DDU,postal_code,L4C 9M5,L4C 9M5,1,OK
130,"Owen Sound, ON N4K 4K5, Canada",44.5665916,-80.9448779,"44.5665916,-80.9448779",APPROXIMATE,ChIJZ59ZJYD8KYgRDRt861dmef4,postal_code,N4K 4K5,N4K 4K5,1,OK
131,"Sudbury, ON P3A 3T4, Canada",46.5085815,-80.9448783,"46.5085815,-80.9448783",APPROXIMATE,ChIJ222WooYAL00R8NosFZTtfYo,postal_code,P3A 3T4,P3A 3T4,1,OK
132,"Collingwood, ON L9Y 1V2, Canada",44.49542539999999,-80.21531259999999,"44.49542539999999,-80.21531259999999",APPROXIMATE,ChIJj8hXX8N7KogRZx7FFgpxGzU,postal_code,L9Y 1V2,L9Y 1V2,1,OK
133,"Alliston, ON L9R 1E8, Canada",44.1469608,-79.8534821,"44.1469608,-79.8534821",APPROXIMATE,ChIJ7WbYVujuKogRVhkTAh6tq9k,postal_code,L9R 1E8,L9R 1E8,1,OK
134,"East York, ON M4G 4E4, Canada",43.71309309999999,-79.3661795,"43.71309309999999,-79.3661795",APPROXIMATE,ChIJ11xRitjM1IkRecYgpL7Q10E,postal_code,M4G 4E4,M4G 4E4,1,OK
135,"Pembroke, ON K8A 5S5, Canada",45.82415779999999,-77.11305399999999,"45.82415779999999,-77.11305399999999",APPROXIMATE,ChIJGegjU6c30UwRlneku0XduxE,postal_code,K8A 5S5,K8A 5S5,1,OK
136,"Brampton, ON L6Z 0C5, Canada",43.720112,-79.7818643,"43.720112,-79.7818643",APPROXIMATE,ChIJp7MAyn0WK4gRih_Qw3t628g,postal_code,L6Z 0C5,L6Z 0C5,1,OK
137,"St Thomas, ON N5P 1E2, Canada",42.7785372,-81.1847402,"42.7785372,-81.1847402",APPROXIMATE,ChIJM6qVvT9eLogRMRip2xeXCwY,postal_code,N5P 1E2,N5P 1E2,1,OK
